Date,Basal energy burned(Cal),Active energy burned(Cal),Distance walking / running(mi),Exercise time(min),Flights climbed(count),Heart rate(count/min),Resting heart rate(count/min),Stand time(min),Step count(count),Walking heart rate average(count/min)
5/17/2021,443.849,150.054,1.42,2,8,76.67,65,46,3327.492,105
5/18/2021,1806.151,403.739,2.665,14,10,80.632,67,95,5902.811,93
5/19/2021,1827.665,381.14,1.442,12,8.72,73.736,56,57,3153.29,92
5/20/2021,1809.179,333.287,1.762,13.176,12.089,70.015,63,65,3937.001,100
5/21/2021,1769.587,262.946,1.381,9.824,12.911,68.498,58,45,3036.8,102.5
5/22/2021,1831.626,462.794,2.892,30,32.907,75.083,63,90,6413.303,106
5/23/2021,1808.886,449.274,2.374,28,21.857,71.248,64,77,5060.619,107.5
5/24/2021,1779.389,291.181,1.401,15,16.955,67.565,60,42,3056.676,97
5/25/2021,1787.122,244.135,1.373,10,7,71.805,55,56,3095.268,104
5/26/2021,1771.999,202.283,1.592,7,6,71.266,63,31,3882.662,102
5/27/2021,1781.744,227.832,0.862,7,12,68.997,65,24,1892,106
5/28/2021,1793.153,329.917,1.863,14,10.075,68.64,52,56,4128.429,97
5/29/2021,1817.811,479.636,3.35,34,32.068,68.534,53,139,7334.55,93
5/30/2021,1805.345,376.902,2.033,13,12,68.27,62,89,4476.691,96
5/31/2021,1824.34,415.471,2.143,21,23,70.186,62,78,4529.309,97
6/1/2021,1813.804,354.152,1.697,16,12,73.74,61,52,3833,111
6/2/2021,1749.751,235.38,0.816,5,10,63.654,56,27,1921,98
6/3/2021,1729.853,139.194,1.338,8,12,84.232,72,26,3283.243,86
6/4/2021,1720.383,66.517,0.783,8,7,81.081,73,14,2000,99.5
6/5/2021,1717.377,171.757,1.748,24,21.796,64.635,55,24,4181,115
6/6/2021,1732.806,185.625,0.707,9,10,62.049,52,11,1632,130
6/7/2021,1762.947,175.268,0.582,6,7.677,68.855,60,12,1328.179,105
6/8/2021,1748.803,207.952,2.423,14,15,92.666,67,72,5784.648,102
6/9/2021,1739.798,113.914,1.281,14,11.808,80.577,69,17,3039.986,113
6/10/2021,1834.514,393.52,2.103,11,10.89,68.736,59,65,4710.223,115.5
6/11/2021,1819.76,301.69,1.512,6,8,67.399,59,62,3443,101
6/12/2021,1813.603,318.854,1.844,14,11,67.919,58,57,4178.427,107
6/13/2021,1759.763,223.233,2.569,9,17,66.825,61,89,6055.921,105.5
6/14/2021,1704.439,15.191,0.692,7,9,83,61,89,1884,105.5
6/15/2021,1914.619,767.49,5.352,77,36.463,100.69,76,204,11776,123
6/16/2021,1745.704,147.137,0.851,9,13,79.312,60,17,1967.611,112
6/17/2021,1824.652,452.898,2.755,28,16,88.007,68,102,6100.981,115
6/18/2021,1805.132,281.228,1.92,12,10,87.681,65,59,4378.236,118.5
6/19/2021,1832.623,378.685,3.071,19,15,86.931,58.5,111,6989,109
6/20/2021,1753.821,130.619,2.339,2,4,62.683,51,20,6097,114
6/21/2021,1836.325,632.162,6.313,17,3,77.065,55,164,13974.405,94
6/22/2021,1789.168,233.162,0.886,5,3,72.947,51,21,2015.673,112
6/23/2021,1790.55,440.378,3.577,28,18,81.019,53,114,8309.422,109
6/24/2021,1798.441,422.136,3.698,33,4,77.081,53,154,8353.946,109
6/25/2021,1813.077,328.024,2.816,9,7,88.125,62.5,121,6799.144,98
6/26/2021,1905.228,671.345,5.129,12,8,75.219,62.5,220,11932.959,98
6/27/2021,1658.312,49.006,0.847,12,6,58.89,51,9,2119.436,98
6/28/2021,1803.398,252.038,1.794,8,12,90.357,77,59,4070.487,109
6/29/2021,1861.352,508.908,3.603,14,13,74.886,54,140,8143,99
6/30/2021,1821.273,331.884,1.72,6,5,67.854,53,67,3909,98.5
7/1/2021,1913.28,536.821,3.966,19,14,81.228,54,154,9006,111
7/2/2021,1778.113,177.6,0.961,8,9,78.524,60,28,2214.34,115
7/3/2021,1904.572,690.274,3.891,55,22.522,86.948,56,181,8512,93
7/4/2021,1884.892,687.069,4.178,70,32,90.049,59,156,8929.111,109
7/5/2021,1843.15,551.093,4.162,44,15.678,80.601,55,80,7917.774,109
7/6/2021,1903.053,735.107,5.055,51,16.721,87.203,56,134,9871,114.5
7/7/2021,1821.046,513.423,3.665,40,8,84.994,52,97,6664.601,101
7/8/2021,1923.154,760.62,5.509,49,11,87.015,62,158,11177.674,105.5
7/9/2021,1791.03,353.281,2.379,25,10,67.919,49,84,5110,115.5
7/10/2021,1809.698,715.508,5.328,75.943,22,85.881,53,127,10690,119
7/11/2021,1816.832,665.485,5.749,69.057,36.024,87.978,56,177,11210,114
7/12/2021,1794.146,422.557,2.953,51,23.245,73.79,57,110,6604.294,98
7/13/2021,1814.663,439.064,2.795,28,11,78.383,68,90,5581,100
7/14/2021,1836.697,525.911,3.407,42,8,78.192,55,103,6932.198,108
7/15/2021,1887.781,460.911,2.578,14.86,8,68.19,51,103,5600.198,95
7/16/2021,1848.826,468.922,3.284,32.14,26,60.918,46,117,7124.802,90.5
7/17/2021,1889.38,619.927,5.388,32,15.194,75.277,56,200,11889.492,90
7/18/2021,1845.446,466.336,3.914,14,16.515,62.938,45,156,8700.259,94
7/19/2021,1902.426,781.707,6.711,67,31.288,72.933,58,217,14183.283,104
7/20/2021,1927.041,642.077,5.153,20,13,67.838,53,231,12074.803,91
7/21/2021,1838.03,417.555,3.488,7,4,78.268,59,155,8165,98.5
7/22/2021,1873.747,520.733,3.777,4,4,66.906,60,175,8574.027,94
7/23/2021,1870.854,395.552,1.587,5,2,62.619,48,111,3650.662,88.5
7/24/2021,1869.549,550.054,4.72,21,11.524,72.492,48,225,11000.103,110
7/25/2021,1882.468,671.111,6.224,41,14,96.987,71,222,14206.495,110
7/26/2021,1813.443,306.459,1.976,8,6.848,67.049,48,71,4315.712,101
7/27/2021,1878.062,494.5,3.137,16,20,68.279,50,137,6854,89
7/28/2021,1855.496,449.548,3.866,23,19,81.729,60,151,8698,99
7/29/2021,1884.519,451.369,2.618,20,19,65.65,46,89,5803.097,113
7/30/2021,1828.55,290.231,1.552,9,12.404,65.374,55,44,3437.952,88
7/31/2021,1840.682,334.627,1.389,10,7,58.691,44,44,3101.489,93
8/1/2021,1831.781,385.037,2.83,19,17,63.098,47,89,6439.717,94
8/2/2021,1854.697,447.354,2.991,22,20,64.543,49,116,6739.855,90.5
8/3/2021,1822.734,348.219,2.123,17,13.537,65.076,47,78,4734,97
8/4/2021,1848.565,364.733,1.858,16,8.946,62.541,49,39,3863,104
8/5/2021,1882.608,424.993,2.384,10,9,65.704,46,83,5295.238,102
8/6/2021,1745.292,130.603,1.331,5,9,53.863,44,11,3132.508,102
8/7/2021,1767.794,191.582,1.497,11,12.545,95.667,76,46,3328,125
8/8/2021,1878.883,437.948,2.716,15,13,64.064,47,94,6139.415,93
8/9/2021,1802.12,261.914,1.589,13,11.693,63.863,47,53,3482.611,111
8/10/2021,1864.25,442.268,2.583,13,13,65.696,48,75,5855.532,99.5
8/11/2021,1818.217,346.556,2.308,16,11,62.103,46,65,5223.738,89.5
8/12/2021,1725.18,124.069,1.222,11,11,56.803,47,12,2886,80
8/13/2021,1772.341,396.045,2.77,26,21,64.206,48,82,6222.011,103
8/14/2021,1801.039,463.928,3.582,27,15,67.344,47,100,7907.967,100
8/15/2021,1826.759,763.553,7.177,94,20.201,83.274,50,201,15484.361,111
8/16/2021,1874.997,644.488,4.16,34,40,67.306,50,168,9084.333,81
8/17/2021,1825.302,465.557,2.835,28,18.818,65.444,47,68,6429.554,99.5
8/18/2021,1799.642,573.978,5.71,43,19,65.524,46,185,13367.624,105
8/19/2021,1729.488,278.041,2.638,20,11.99,64.451,47,57,5801.228,105
8/20/2021,1899.936,860.059,7.624,45,37,76.501,49,338,17322.012,99
8/21/2021,1812.775,499.835,4.89,14,8,70.448,52,171,11301,99
8/22/2021,1826.632,391.591,2.849,11,7,71.326,49,95,6534,106
8/23/2021,1792.472,563.357,5.166,40,14,84.091,49,120,11294.759,116
8/24/2021,1849.794,731.897,6.461,54,22.091,81.532,50,187,14446.18,121.5
8/25/2021,1783.373,433.329,2.745,17,7,73.664,51,88,6242,113.5
8/26/2021,1799.103,498.157,5.482,32,25,78.923,50,117,12354.736,110
8/27/2021,1838.714,692.53,6.132,50,23,76.508,49,167,13920.919,115.5
8/28/2021,1804.314,408.681,2.455,9,8,68.019,49,96,5423,103
8/29/2021,1801.504,380.022,2.131,15,16,66.415,46,59,4838,133
8/30/2021,1822.905,783.185,7.428,63,37,79.349,47,179,16573.281,119
8/31/2021,1811.51,650.865,5.768,37,21,75.292,47,172,13108.847,105
9/1/2021,1762.79,487.528,4.52,34,26,79.679,49,99,10169.972,132
9/2/2021,1824.756,625.178,5.622,41,17,81.269,54,154,12610.076,112
9/3/2021,1787.676,430.228,2.857,18,11,72.028,51,69,6361,112
9/4/2021,1819.93,750.793,7.449,53,24,71.941,51,197,17076,97
9/5/2021,1843.283,567.672,5.167,19,5,70.106,50,180,11773.788,95
9/6/2021,1781.753,480.045,4.094,27,12,69.22,48,117,9338.615,129
9/7/2021,1830.04,558.261,5.01,30,16,78.046,48,110,11059.348,111.5
9/8/2021,1800.151,536.01,4.006,42,16,70.673,48,100,8847.635,106
9/9/2021,1823.275,672.467,6.039,46,21,74.253,50,159,13810.247,107.5
9/10/2021,1845.771,540.897,4.178,25,9,72.145,48,128,9528,109.5
9/11/2021,1834.202,512.433,4.144,13,7,74.724,55,154,9480.164,107
9/12/2021,1754.045,211.711,1.028,13,7,63.751,50,38,2290,103
9/13/2021,1841.829,667.876,5.064,54,29,78.3,48,109,11029,123
9/14/2021,1842.913,736.165,6.357,53,21,71.14,47,177,14047,106.5
9/15/2021,1849.733,857.299,8.263,73,19,81.991,47,234,18345,116
9/16/2021,1826.086,551.059,4.377,30,14,84.382,65,120,9943.178,112
9/17/2021,1816.838,593.588,5.357,38,10,74.698,49,173,12027,126.5
9/18/2021,1864.768,736.794,6.228,33,9,71.652,52,228,13449.202,98
9/19/2021,1845.986,743.595,8.012,31,6,96.085,68,307,18615,114
9/20/2021,1812.192,704.736,6.361,66,22,80.276,51,166,14235.473,106
9/21/2021,1762.351,648.417,5.903,61,21,84.007,59,131,12880.527,104
9/22/2021,1772.295,401.325,5.47,29,17,69.051,51,70,12105.161,104
9/23/2021,1817.643,688.537,6.836,49,24,85.07,63,172,15194.736,106
9/24/2021,1811.406,470.493,4.086,23,12,70.791,59,105,8975.439,103
9/25/2021,1815.533,402.803,2.33,13,7,65.272,58,67,5167.179,88
9/26/2021,1859.185,561.137,4.506,25,11,72.22,63,131,10360.396,104
9/27/2021,1825.905,756.819,7.476,59,17,78.261,60,224,16890.604,102
9/28/2021,1828.225,581.296,4.715,38,10,77.441,64,110,10316,105.5
9/29/2021,1786.615,547.715,4.54,54,16,77.251,62,107,10130,105
9/30/2021,1822.384,748.623,6.326,78,21,84.76,67,167,14502,109.5
10/1/2021,1838.834,570.669,4.945,29,11,79.132,58,128,11219,107.5
10/2/2021,1839.073,388.29,2.051,7,1,67.429,59,71,4543.665,95
10/3/2021,1809.191,605.154,5.517,35,6,76.824,55,167,12634.426,110
10/4/2021,1842.435,798.056,7.554,68,16,75.113,55,204,17059,102
10/5/2021,1809.544,599.1,5.163,50,15,75.503,61,119,11344.679,112
10/6/2021,1826.955,736.524,6.279,66,19,78.774,62,178,14122,105
10/7/2021,1803.855,625.905,5.07,36,17,70.31,59,147,11479.465,96
10/8/2021,1799.982,527.597,4.176,31,10,72.806,59,120,9589.907,108
10/9/2021,1841.393,455.543,3.331,12,8,67.561,61,118,7513.412,97
10/10/2021,1833.638,384.01,2.193,9,8,67.161,57,59,4937.648,98.5
10/11/2021,1818.828,422.985,2.9,15,9,72.972,58,107,6468.694,86.5
10/12/2021,1863.488,562.268,3.429,16,8,66.687,60,142,7679.978,90
10/13/2021,1834.941,871.344,8.302,74,37,82.251,69,217,18463,102
10/14/2021,1798.918,771.412,7.003,71,20,76.634,64,194,16136,95
10/15/2021,1835.714,562.138,4.617,42,3,72.906,60,127,10423,109
10/16/2021,1803.596,464.832,3.688,21,6,68.429,61,99,8385.659,95.5
10/17/2021,1774.911,321.755,2.412,19,15,66.943,60,70,5356.212,113
10/18/2021,1798.237,586.262,4.588,49,12,71.18,51,100,10162,105
10/19/2021,1815.284,620.671,5.379,48,15,72.973,65,132,11722,103.5
10/20/2021,1731.877,321.664,3.52,27,9,67.751,53,56,7891.257,107
10/21/2021,1805.536,637.926,5.775,62,11,75.9,58,143,12740,107.5
10/22/2021,1800.964,457.941,3.053,35,9,71.356,55,75,6824,105
10/23/2021,1841.237,595.758,4.263,38,9,71.923,53,139,9339.149,103
10/24/2021,1794.996,356.837,2.316,11,5,64.802,59,66,5128.508,98
10/25/2021,1806.267,610.018,4.458,55,15,79.514,56,96,9829,109.5
10/26/2021,1792.952,444.094,3.136,33,11,72.483,61,79,7012.663,106
10/27/2021,1826.193,556.407,4.128,40,9,72.468,58,100,9174.165,108
10/28/2021,1812.306,596.078,4.461,57,24.192,74.163,66,108,9779,108.5
10/29/2021,1792.612,450.447,2.703,33,17,67.822,61,62,5884.189,99
10/30/2021,1855.452,498.85,4.167,17,3,86.456,68,130,9171.884,109
10/31/2021,1802.249,573.069,5.145,48,17,74.83,65,125,11169.924,99.5
11/1/2021,1805.532,584.89,4.303,56,16,73.656,53,97,9411.943,110
11/2/2021,1813.092,701.567,7.107,82,14,79.563,62,166,15569,120
11/3/2021,1797.207,465.026,3.094,35,13,66.984,57,87,6893.21,102
11/4/2021,1812.244,504.639,3.32,39,13,71.304,64,76,7359,110
11/5/2021,1821.042,545.583,3.836,40,10,73.796,62,93,8429,97.5
11/6/2021,1825.772,482.128,3.445,14,3,67.403,59,130,7654.795,97
11/7/2021,1745.052,138.852,2.447,2,6,90.143,66,41,5552.994,97
11/8/2021,1812.39,453.66,3.87,32,8,71.123,61,76,8571,98
11/9/2021,1807.739,710.705,6.427,81,13,81.082,65,153,13924,109
11/10/2021,1781.197,408.381,2.997,30,17,69.637,52,78,6595,101
11/11/2021,1820.85,610.347,4.854,63,17,72.219,59,125,10623,110
11/12/2021,1784.558,403.822,2.626,31,18,66.328,55,52,5822.252,105
11/13/2021,1822.178,658.108,5.371,67,21.925,80.931,57,152,11912.43,106
11/14/2021,1835.875,526.158,3.534,23,16,64.841,55,145,7608.428,93
11/15/2021,1835.59,623.058,4.549,45,10,75.499,60,113,10018.661,113
11/16/2021,1820.592,749.293,6.871,66,18,83.828,56,200,15059.408,110
11/17/2021,1769.322,435.379,3.559,42,10,74.414,49,90,7793.93,115
11/18/2021,1830.533,681.657,5.357,74,28,75.839,64,169,11891,113
11/19/2021,1788.564,452.01,2.679,34,14,71.882,58,63,5963.781,104.5
11/20/2021,1806.558,442.198,3.143,19,8,67.782,59,97,6956.784,85
11/21/2021,1815.196,560.751,5.12,38,13,67.926,59,161,11459.304,101.5
11/22/2021,1787.493,560.21,3.833,57,15,67.242,56,85,8400.5,103
11/23/2021,1819.821,633.678,5.209,36,21,69.024,61,171,11412.859,110
11/24/2021,1775.396,337.679,2.343,14,21,73.633,58,79,5013.293,93.5
11/25/2021,1806.123,412.622,2.357,12,8,63.537,51,110,5126.379,94
11/26/2021,1821.422,454.88,3.272,10,9.173,61.881,51,140,7281.369,96
11/27/2021,1816.167,416.276,2.556,14,14,67.109,58,82,5694.497,94
11/28/2021,1822.46,444.344,3.311,31,3,64.921,56,90,7056,90.5
11/29/2021,1805.561,595.051,4.709,50,13,67.294,57,107,10430,102
11/30/2021,1828.606,783.359,7.766,73,15.027,73.068,60,194,16794.958,107.5
12/1/2021,1813.447,505.066,3.356,40,9,68.185,65,95,7159,109
12/2/2021,1808.331,515.577,4.041,38,13,69.969,58,83,8803.36,110
12/3/2021,1797.173,464.035,3.636,37,8,67.001,61,83,7947.318,100
12/4/2021,1871.513,562.711,3.984,17,9,66.994,60,141,8984.147,90
12/5/2021,1762.398,468.387,4.808,36,5.829,81.473,59,114,10113.026,101
12/6/2021,1799.371,646.67,5.56,62,17,70.145,62,133,12092.275,112
12/7/2021,1815.488,714.238,6.796,76,14,73.563,61,154,14821.421,103
12/8/2021,1797.226,454.109,3.126,36,10,65.405,55,86,6858.347,107
12/9/2021,1786.523,431.116,3.213,33,8,67.819,59,73,7088.459,110
12/10/2021,1808.757,478.09,3.036,38,6,66.724,57,76,6669.129,96
12/11/2021,1833.874,561.335,4.565,31,14,68.493,67,182,10323.649,113
12/12/2021,1767.005,373.647,2.603,25,7,73.62,59,55,5701.721,94
12/13/2021,1773.445,378.66,2.736,30,7,68.049,54,67,6027.485,105
12/14/2021,1775.535,351.784,2.255,19,9,65.891,51,68,4961.866,100
12/15/2021,1789.863,344.027,1.818,8,6,68.109,55,65,4071,99
12/16/2021,1839.603,555,4.075,20,9,68.789,59,141,8822,98
12/17/2021,1808.057,502.759,3.671,29,15,69.134,53,121,8064.381,104
12/18/2021,1746.925,223.952,1.704,14,13,71.337,60,41,3723,98
12/19/2021,1756.831,306.019,2.574,18,19.051,60.514,49,90,5674.139,103
12/20/2021,1813.071,502.391,4.589,22,9,62.504,49,157,10427,93
12/21/2021,1796.72,363.62,2.021,18,16,63.91,56,60,4445.401,95
12/22/2021,1785.39,343.29,1.736,12,8.549,62.936,51,69,3737.963,99
12/23/2021,1849.573,637.539,5.014,32,21.22,68.104,55,181,10970.012,99
12/24/2021,1749.605,404.131,2.348,12,11,64.631,60,107,5245.186,98
12/25/2021,1720.197,328.701,2.123,15,15,59.451,51,72,4720,90
12/26/2021,1708.189,354.63,2.983,38,12,73.106,49,68,6424,117
12/27/2021,1717.092,326.015,1.92,9,11,65.502,59,53,4366.459,93.5
12/28/2021,1722.506,377.953,2.799,12,12,62.422,52,110,6434,91
12/29/2021,1693.676,267.338,1.272,14,14,63.306,56,38,2817,110
12/30/2021,1734.203,451.598,3.332,28,26,66.062,57,144,7519.595,92
12/31/2021,1712.066,355.823,2.242,10,17,66.998,49,94,4894,117
1/1/2022,1685.78,183.695,0.709,7,9.564,65.793,50,18,1560.853,117
1/2/2022,1726.664,379.298,2.144,20,17,63.811,48,83,4844.516,100.5
1/3/2022,1697.945,317.276,1.675,11,11,64.864,48,90,3808,101
1/4/2022,1703.06,304.867,2.348,11,8,66.788,51,79,5354,95
1/5/2022,1719.282,286.405,1.833,15,11,72.034,53,72,4053,98
1/6/2022,1707.253,312.51,1.506,13,8,60.203,54,48,3269.558,97
1/7/2022,1707.054,311.689,1.592,14,17,63.645,47,70,3581,104
1/8/2022,1759.084,574.35,4.848,33,22,70.278,51,205,10904,109.5
1/9/2022,1082.927,118.979,1.175,33,4,71.094,59,37,2573,90
1/10/2022,568.609,209.481,1.846,5,9.522,72.47,62,57,4105,93
1/11/2022,1700.971,284.334,1.293,15,12,60.739,54,35,2797,89.5
1/12/2022,1753.531,458.519,3.008,20,16.756,63.024,55,111,6679.231,95
1/13/2022,1694.847,272.492,1.307,10,12,60.103,45,43,2898.769,83
1/14/2022,1751.041,414.01,2.771,16,10,65.884,52,119,6444,107
1/15/2022,867.472,59.465,0.31,2,2,55.023,57,6,660.767,107
1/16/2022,867.472,59.465,1.521,2,15,55.023,57,6,3263.233,107
1/17/2022,623.599,327.416,3.496,16,16,82.496,60,127,7829,104
1/18/2022,1705.603,490.376,3.834,41,13,70.329,55,118,8845.072,79
1/19/2022,1685.441,563.099,4.649,56,22,62.125,50,134,10284,98
1/20/2022,1691.434,453.653,3.924,43,21,63.241,50,101,8575.165,134
1/21/2022,1713.778,490.862,4.774,44,13,67.313,52,130,10407.708,102.5
1/22/2022,1680.814,285.265,3.544,14,6,86.431,55,134,8084.311,91
1/23/2022,1740.272,524.789,4.312,43,4,71.517,45,116,9107,110
1/24/2022,1741.529,522.665,3.733,45,16,72.009,61,114,8374.751,123.5
1/25/2022,1725.677,516.607,4.266,40,13,69.911,63,140,9696,113
1/26/2022,1736.432,638.804,6.434,69,20,75.318,74,168,13785.161,113
1/27/2022,1730.448,538.264,3.946,45,16,73.052,62,107,8852,105
1/28/2022,1507.624,432.195,3.199,33,11,79.49,67,108,7203,116
2/6/2022,1704.421,398.264,2.691,19,4,72.695,56,87,5766.564,97
2/7/2022,1722.375,423.653,3.474,31,20,76.024,63,82,7724.684,104.5
2/8/2022,1770.668,631.925,5.196,49,13,72.775,60,153,11415,118
2/9/2022,1747.477,684.324,6.064,71,28.056,83.625,59,149,13191.478,126
2/10/2022,1746.213,513.936,3.814,36,21,70.941,57,107,8439.522,106
2/11/2022,1730.103,494.765,3.148,26,15,70.062,57,95,6977.656,115
2/12/2022,1774.481,552.301,4.036,20,13.864,69.562,62,156,9025.016,93
2/13/2022,1774.658,509.302,4,29,12,80.919,65,153,9028,105.5
2/14/2022,1740.675,619.899,5.595,65,13,74.466,57,152,12170,121
2/15/2022,1762.46,598.711,5.134,42,24.103,72.181,67,167,11564.776,116
2/16/2022,1768.791,634.876,5.343,49,24.227,75.004,61,143,11775.555,113
2/17/2022,1700.861,258.241,2.141,8,5,66.59,62,52,4921,93
2/18/2022,1738.61,375.17,2.775,12,5,72.372,64,83,6118.101,98.5
2/19/2022,1735.361,303.859,1.826,17,6,76.579,56,60,4059,107
2/20/2022,1752.872,424.023,3.411,14,6,74.695,61,128,7788.555,89
2/21/2022,1752.747,678.802,6.204,51,23.375,77.886,62,161,13784.445,113.5
2/22/2022,1729.142,557.016,4.137,38,27,70.093,59,133,9198,113
2/23/2022,1757.178,640.795,5.785,56,24,77.367,75,138,12384.512,123.5
2/24/2022,1724.008,472.732,3.629,37,14,81.757,60,100,7883.422,96
2/25/2022,1755.121,501.207,3.948,21,9,72.202,57,123,8768.479,104.5
2/26/2022,1717.949,285.979,2.417,10,2,64.452,48,61,5353.002,92
2/27/2022,1771.487,554.258,4.557,32,13,68.397,55,157,10388,98
2/28/2022,1740.461,437.532,3.162,31,7,71.219,55,92,6991.585,106.5
3/1/2022,1726.733,567.902,5.856,48,17.193,73.256,58,156,12771.973,112
3/2/2022,1738.145,582.602,5.28,48,13,79.841,67,122,11403,118
3/3/2022,1736.659,579.629,4.673,50,23,71.728,62,146,10566.989,98
3/4/2022,1718.044,343.709,3.767,17,19,66.746,54,52,8359.011,100
3/5/2022,1760.131,457.815,2.773,21,11,68.674,48,105,6221,108
3/6/2022,1732.593,348.525,2.24,15,4.428,65.416,48,65,4961,100
3/7/2022,1742.953,687.696,6.319,72,21,73.153,62,147,13725,116
3/8/2022,1707.253,341.276,2.139,20,12,74.448,61,46,4775.026,92.5
3/9/2022,1770.023,682.325,5.576,63,15,77.619,68,142,11806.127,108
3/10/2022,1752.671,337.411,1.641,7,7,65.257,54,65,3657.849,84
3/11/2022,1785.078,607.746,4.96,33,10,68.991,56,177,10897,108.5
3/12/2022,1725.958,331.658,2.493,13,12,74.153,57,87,5426,98
3/13/2022,1636.994,300.185,2.222,13,14.714,64.59,58,100,5039.66,91.5
3/14/2022,1679.458,235.545,0.59,7,7.895,60.538,48,20,1311,91.5
3/15/2022,1707.207,301.982,1.584,7,7,75.972,60,58,3621,104
3/16/2022,1685.721,211.824,0.803,9,9,69.323,55,27,1762,98.5
3/17/2022,1714.791,222.621,1.032,9,12,71.523,58,25,2296,90
3/18/2022,1707.378,359.817,3.697,17,5,76,58,109,8042,88
3/19/2022,1724.855,282.615,2.389,9,15,73.998,57,94,5418,93
3/20/2022,1739.108,286.005,2.033,10,4,85.669,69,66,4515,118
3/21/2022,1728.209,446.498,3.657,31,12,72.157,60,92,8095,123
3/22/2022,1748.276,444.805,2.65,26,15,70.078,59,72,5935.344,108
3/23/2022,1765.444,640.397,5.539,53,15,76.402,72,137,11699.217,117
3/24/2022,1718.073,467.172,3.374,31,21,72.601,59,82,7513.691,112.5
3/25/2022,1715.108,445.492,4.107,41,14,69.874,57,103,9070.704,115
3/26/2022,1744.742,370.768,2.702,18,9,71.483,50,93,6071,102
3/27/2022,1756.334,359.214,1.755,16,6,66.462,54,50,3900,101.5
3/28/2022,1740.373,448.016,3.189,27,14,75.792,64,79,7232,120.5
3/29/2022,1750.102,654.201,5.954,72,21,79.289,57,129,12599,114
3/30/2022,1737.577,532.02,4.54,50,19,80.161,70,101,9878.132,102
3/31/2022,1751.195,608.002,5.159,41,16,80.209,73,144,11458.71,99.5
4/1/2022,1723.595,433.714,3.063,30,10,73.663,65,68,6791.29,113.5
4/2/2022,1727.716,477.7,4.922,27,9,81.356,62,149,10763.81,98.5
4/3/2022,1770.394,416.1,2.247,11,6,68.25,60,79,5094.78,98.5
4/4/2022,1725.45,395.741,2.729,23,8,71.262,63,67,6085.22,114
4/5/2022,1727.248,436.584,3.877,29,20,70.736,58,102,8530,111
4/6/2022,1751.158,559.241,4.796,61,25,83.942,69,109,10293,122
4/7/2022,1741.209,597.065,4.599,64,24,79.024,60,113,10208,125
4/8/2022,1709.672,390.853,2.935,43,10,72.505,53,74,6553,109
4/9/2022,1706.213,512.278,5.081,49,8,75.962,50,130,10847.564,109.5
4/10/2022,1728.815,322.724,1.831,11,8,65.089,51,48,4117,88
4/11/2022,1765.806,569.936,4.712,56,22,74.533,67,127,10575,111.5
4/12/2022,1726.819,535.967,4.614,57,27,77.92,66,102,10400.878,113.5
4/13/2022,1754.237,692.756,6.582,71,19,78.542,59,151,14388.007,107
4/14/2022,1734.763,502.157,3.776,42,12,71.94,52,88,8409,104.5
4/15/2022,1772.055,771.457,7.111,80,16,78.103,67,182,15306.129,109
4/16/2022,1737.859,346.982,3.107,13,7,71.374,67,118,7170,96
4/17/2022,1744.1,333.736,2.073,14,11,77.988,62,85,4679,95
4/18/2022,1749.918,606.114,4.998,61,20,78.058,65,118,11018.95,113
4/19/2022,1736.861,505.097,3.749,38,19,75.478,55,120,8447.227,118.5
4/20/2022,1754.986,530.058,4.182,40,17,72.488,62,104,9196.824,106.5
4/21/2022,1731.348,509.363,3.877,39,18,72.768,55,94,8582,99
4/22/2022,1715.812,391.992,2.12,28,14,69.841,58,43,4768.323,113
4/23/2022,1734.798,508.294,4.763,28,8,70.672,52,158,10601,99
4/24/2022,1728.179,290.16,1.29,11,8,66.267,64,43,2906,100
4/25/2022,1742.051,572.553,4.351,50,16,73.467,63,122,9747.921,111
4/26/2022,1747.231,573.622,4.709,37,16,74.102,59,129,10525.266,115.5
4/27/2022,1721.145,373.41,3.208,22,15,66.313,51,76,7235,115.5
4/28/2022,1770.23,581.155,4.475,36,24,75.44,56,116,10080,111.5
4/29/2022,1733.251,410.631,2.612,29,9,69.128,53,71,5789,101
4/30/2022,1770.583,476.381,3.847,16,6,81.57,55,175,8860.656,101
5/1/2022,1735.681,377.698,2.785,14,13,69.474,52,89,6347.468,93
5/2/2022,1781.478,490.009,3.322,24,9,71.35,58,86,7399.289,104
5/3/2022,1744.65,653.919,6.431,65,23,76.685,67,189,14059.315,116
5/4/2022,1750.804,604.655,4.889,46,19,74.492,59,158,10825.193,107
5/5/2022,1745.982,704.083,6.661,57,31,79.81,68,216,14867.547,121.5
5/6/2022,1713.028,232.737,2.094,12,17,78.075,70,76,4604,102
5/7/2022,1736.068,386.819,2.89,19,21.684,67.116,55,102,6436.923,100
5/8/2022,1735.892,316.222,1.845,14,17.455,63.126,58,55,4077.062,93
5/9/2022,1751.487,394.969,2.285,20,16,70.796,62,61,5077.931,101.5
5/10/2022,1759.468,604.994,5.511,45,17.282,81.431,60,195,12564.011,126
5/11/2022,1556.066,0.066,0.482,45,3.718,94.5,60,195,989,126
5/12/2022,1695.885,275.398,1.339,8,13,69.844,60,40,2926,108.5
5/13/2022,1713.019,284.577,1.305,12,12,62.641,58,35,2818.188,89.5
5/14/2022,1754.452,550.327,4.949,38,47.879,90.629,70,185,10991.486,115
5/15/2022,1703.857,339.216,1.95,9,11,66.857,54,64,4484.848,115
